title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Marketing,Mech Skillz Engineering Solutions Private Limited,Kolkata,Immediately,6,8000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",15-10-25,BA
Presales,Purple Tutor,Work From Home,Immediately,6,10000,No,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, PR Strategy, Media Relations",18-11-25,MCom
Human Resources (HR),Absolute People Screen Private Limited,Gurgaon,Immediately,6,10000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",05-10-25,MBA
Subject Matter Expert (SME),Perceived Design,Bangalore,Immediately,6,5000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",20-11-25,MBA
Pre Sales,HRMantra Software Private Limited,Mumbai,Immediately,6,10000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, PR Strategy, Media Relations",13-09-25,MCom
Business Development (Sales),MaMo TechnoLabs LLP,Vadodara,Immediately,6,2000,No,Hybrid,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",14-09-25,MCA
Software Development Engineering (Web),Mascot IT Solutions,Faridabad,Immediately,6,5000,No,Onsite,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",26-09-25,MCA
Editorial For Podcast Programme,Leadstart Publishing,Work From Home,Immediately,6,8000,Yes,Onsite,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",12-10-25,BCom
Content Writing,Immortal Hands,Work From Home,Immediately,6,4000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",15-10-25,MTech
Social Media Marketing,MAAI,Mumbai,Immediately,6,7000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",19-11-25,MA
Marketing,Maangler,Work From Home,Immediately,6,4000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",24-11-25,BA
Web Development,Rikipaithai Co Limited,Noida,Immediately,6,8000,Yes,Onsite,Rural,Web Development,"HTML, CSS, JavaScript, React",05-10-25,BSc
Legal,Adv Ravikant Maurya,Mumbai,Immediately,6,3000,Yes,Hybrid,Rural,Legal,"Legal Research, Compliance, Drafting, Documentation",14-10-25,PhD
Finance,ACME WEALTH PRIVATE LIMITED,Noida,Immediately,6,5000,Yes,Onsite,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",06-10-25,BBA
Media & Public Relations (PR),Varunavi Foundation,Work From Home,Immediately,6,Unpaid,Yes,Remote,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",10-11-25,BCom
HR-Business Development,Margdarshak Kendra,Delhi,Immediately,6,9000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, Recruitment, Talent Acquisition",17-09-25,BSc
Digital Marketing,Innovative Business Education Media (IBEM Solutions LLP),Delhi,Immediately,6,8000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",30-09-25,BBA
Business Development (Sales),Agrasol Farmtech (OPC) Private Limited,Jaipur,Immediately,6,10000,Yes,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",05-10-25,MCA
Marketing,Bajaj Medtronics Private Limited,Delhi,Immediately,6,15000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",29-11-25,BBA
Social Media Marketing,Syramique,Work From Home,Immediately,6,5000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",11-10-25,MBA
SAT Tutoring - English/Mathematics,CloudBird Digital Private Limited,Work From Home,Immediately,6,10000,Yes,Hybrid,Rural,Software Development,"Teaching, Lesson Planning, Communication, Mentoring",27-10-25,BBA
Sales And Marketing,Buildd,Pune,Immediately,6,5000,No,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",09-10-25,BA
Purchase Executive,Saboo Sodium Chloro Limited,Jaipur,Immediately,6,3000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",10-11-25,BBA
Graphic Design,Adbhut Tales Private Limited,Mumbai,Immediately,6,7000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",03-10-25,BBA
Business Coordination,Pentashiva Infraventures,Delhi,Immediately,6,8000,No,Hybrid,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",03-12-25,BBA
Facebook Marketing,Jasmeet Singh,Work From Home,Immediately,6,10000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",08-10-25,BBA
Graphic Design,Giftonic,Ahmedabad,Immediately,6,5000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",21-09-25,BBA
SEO/Performance Marketing/Content,GetWork,Gurgaon,Immediately,6,10000,No,Onsite,Urban,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization, Digital Marketing, SEO/SEM",05-11-25,BBA
Data Research,Pratiti Technologies,Pune,Immediately,6,5000,Yes,Hybrid,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",25-11-25,MCom
Sales,CloudThat,Bangalore,Immediately,6,15000,Yes,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",21-10-25,BBA
Digital Marketing,Shopesclub,Work From Home,Immediately,6,3000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",06-11-25,BA
Business Development (Sales),Right Head,Delhi,Not specified,6,9000,Yes,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",13-11-25,MTech
Fashion Styling,Star Media Networks,Coimbatore,Immediately,6,8000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",24-11-25,MCom
Business Development (Sales),Prasatti Heavenly Herbal Organic Private Limited,Work From Home,Immediately,6,2000,Yes,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",24-09-25,BTech
Creative Design,Foxdart,Bangalore,Immediately,6,6000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",07-11-25,BBA
Laravel Development,Zorway Global,Work From Home,Immediately,6,15000,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",20-09-25,MCA
Business Development (Sales),Travel Help,Work From Home,Immediately,6,5000,No,Onsite,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",23-11-25,BSc
Backend Development,Future Skills,Hyderabad,Immediately,6,18000,No,Remote,Rural,Data Science,"Node.js, APIs, Databases, Server-side Development",03-10-25,BSc
Front End Development,Future Skills,Hyderabad,Immediately,6,18000,No,Onsite,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",04-10-25,BTech
Product Management,Future Skills,Hyderabad,Immediately,6,18000,No,Hybrid,Urban,Research & Strategy,"PR Strategy, Media Relations, Communication, Writing",26-10-25,BBA
Data Science,Future Skills,Hyderabad,Immediately,6,18000,No,Onsite,Urban,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization",16-10-25,BCA
Project Management (Edtech Industry),Endeavor Academy,Work From Home,Immediately,6,5000,Yes,Onsite,Rural,Content Writing,"PR Strategy, Media Relations, Communication, Writing",05-12-25,MCom
ASP.net Development (Portal Development And Modification),Hindustan Colas Private Limited,Navi Mumbai,Immediately,6,6000,Yes,Hybrid,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",28-09-25,MTech
Fashion Design,Akhil Verma Photography,Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",27-09-25,MBA
Social Media,Unbox-ED,Work From Home,Immediately,6,5000,No,Remote,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",29-11-25,BA
Human Resources (HR),Endeavor Academy,Work From Home,Immediately,6,10000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",25-11-25,BBA
Finance,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Hybrid,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",21-11-25,MCom
Digital Marketing,SecureITSimply Technology Services,Work From Home,Immediately,6,7500,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",11-09-25,MBA
Marketplace Associate,1HR.market,Work From Home,Immediately,6,5000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",10-09-25,MBA
Search Engine Optimization (SEO),Sheen & Silk,Work From Home,Immediately,6,2000,No,Hybrid,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",19-10-25,BBA
GPT Model Development,Persist Ventures,Work From Home,Immediately,6,12500,Yes,Hybrid,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",01-10-25,BCA
Graphic Design,AI-Frienzly,Work From Home,Immediately,6,4000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",15-09-25,MBA
Fashion Design,Belcon,Work From Home,Immediately,6,5000,No,Remote,Urban,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",28-11-25,BCom
Architecture & Interior Design,Hexaspace,Ahmedabad,Immediately,6,3000,Yes,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",05-11-25,BCom
Film Production,Adsto Media House,Mumbai,Immediately,6,9000,No,Remote,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",07-10-25,BBA
Operations (Virtual Assistant),Top Talent Bridge,Work From Home,Immediately,6,5000,Yes,Remote,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",04-12-25,BCom
Front End Development,Bilateral Solutions Private Limited,Mandi,Immediately,6,8000,No,Remote,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",06-11-25,BSc
Crowdfunding,Pawzz,Work From Home,Immediately,6,1000,Yes,Onsite,Urban,Research,"Communication, MS Excel, Research",03-12-25,MBA
Video Editing,Euro Dreams Study Abroad Consultancy,Indore,Immediately,6,5000,Yes,Remote,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",28-11-25,BA
Graphic Design,Think Of It Foundation,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",09-10-25,BBA
Graphic Design,Durell Flooring,Hyderabad,Immediately,6,10000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",29-11-25,BCom
Marketing,YoursthatSenior,Work From Home,Immediately,6,1000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",16-10-25,BBA
Graphic Design,Auxeno,Work From Home,Immediately,6,1500,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",14-09-25,BBA
Finance & Accounting,OSTAWAL & ASSOCIATES,Bangalore,Immediately,6,7000,Yes,Onsite,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",20-10-25,BBA
Content Calendar Designing,Ozibook Tech Solutions Private Limited,Work From Home,Immediately,6,1000,No,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",11-09-25,MCom
Content Writing,Top Talent Bridge,Work From Home,Immediately,6,5000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",24-11-25,PhD
Market Research,Top Talent Bridge,Work From Home,Immediately,6,5000,Yes,Onsite,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",31-10-25,BBA
Graphic Design,Marktecons,Work From Home,Immediately,6,5000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",29-10-25,MCom
Content Creation,Top Talent Bridge,Work From Home,Immediately,6,5000,No,Onsite,Rural,Social Media & Community Management,"Content Writing, Editing, Research, Content Strategy",11-10-25,MTech
Image Processing - Machine Learning,One Root,Bangalore,Immediately,6,6000,Yes,Hybrid,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, PR Strategy, Media Relations",18-10-25,BTech
Embedded Systems,KasperTech,Bikaner,Immediately,6,20000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",24-11-25,MBA
English Content Writing,Paathshala Spark,Work From Home,Immediately,6,6000,Yes,Remote,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",29-11-25,PhD
Business Strategy And Sales,PISTASCIA Foods,Navi Mumbai,Immediately,6,10000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",15-10-25,BCom
UX/UI Design,Creatiwise,Work From Home,Immediately,6,12000,Yes,Remote,Urban,Design & Creative,"UI Design, UX Research, Figma, Prototyping",10-09-25,MA
Content Writing,SLPS Consulting,Delhi,Immediately,6,15000,Yes,Hybrid,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",10-10-25,MTech
Business Development,Brandbuddiez Technologies Private Limited,Work From Home,Immediately,6,5000,Yes,Remote,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",20-11-25,MSc
Social Media Marketing,The Tarzan Way,Work From Home,Immediately,6,3000,Yes,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",28-10-25,MA
Social Media Marketing (Virtual Assistant),FactDr,Work From Home,Immediately,6,10000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",29-10-25,BBA
Graphic Design,Euro Dreams Eduverseas Private Limited,Indore,Immediately,6,5000,No,Remote,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",26-11-25,MBA
Field Coordination,KABITA MEMORIAL FOUNDATION,Asansol,Immediately,6,2000,Yes,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",26-11-25,MBA
SEO and Digital Marketing,DIgiBoost Media,Zirakpur,Immediately,6,5000,Yes,Hybrid,Urban,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization, Digital Marketing, SEO/SEM",12-10-25,MBA
Accounting,Mascot International,Wadala,Immediately,6,8000,No,Remote,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",25-10-25,BCom
Business Development Research,Crrescita,Delhi,Immediately,6,12000,Yes,Onsite,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication, Research, Data Analysis",20-09-25,BTech
Content Writing,Samrat Express,Work From Home,Immediately,6,1000,Yes,Hybrid,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",13-10-25,PhD
Data Entry,"Livesitter (Atlanta, United States)",Work From Home,Immediately,6,10000,Yes,Onsite,Rural,Data Science,"Communication, MS Excel, Research",16-10-25,BBA
Social Media Marketing,ETechDreams Solutions LLP,Work From Home,Immediately,6,8000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",22-09-25,MA
Cyber Security,Seegio Natooslik,Work From Home,Immediately,6,1000,No,Hybrid,Rural,Design,"Network Security, Ethical Hacking, Information Security",10-11-25,MBA
Graphic Design,Spark Studio,Bangalore,Immediately,6,20000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",05-11-25,MBA
Outreach And Marketing,Ikdum Tikdum,Work From Home,Immediately,6,5000,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",26-10-25,BBA
Fashion Consulting & Social Media Handling,Inaya Couture,Delhi,Immediately,6,10000,Yes,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Consulting, Problem Solving",09-11-25,MBA
Brand Assistance,Simrasa Luxuries,Mumbai,Immediately,6,10000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",06-12-25,MCom
Business Development - Digital Marketing,Transinfo Solutions,Kolkata,Immediately,6,15000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Sales, Lead Generation",30-09-25,MTech
IT Management For Product,FynTune Solution Private Limited,Thane,Immediately,6,12000,No,Remote,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",23-11-25,BBA
Flutter Development,Heliverse,Gurgaon,Immediately,4,10000,No,Onsite,Rural,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",01-12-25,MCA
Infographics,Nettv4u,Work From Home,Immediately,4,5000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",23-09-25,BCom
