title,company_name,location,start_date,duration,stipend,ppo,work_mode,region,domain,skills,deadline,degree
Travel & Tourism,THE DREAM MEMORIES,Work From Home,Immediately,4,2000,Yes,Hybrid,Rural,HR,"Data Analysis, Java, Communication",21-11-25,MBA
Graphic Design,Hcube Wowcarz Private Limited,Bangalore,Immediately,4,10000,No,Remote,Urban,Marketing,"Machine Learning, Project Management, Python",05-12-25,MTech
Content Writing,Why Shy?,Gurgaon,Immediately,4,3000,No,Onsite,Urban,Marketing,"C++, Java, Digital Marketing",25-10-25,BCA
Content Writing,Reveation Labs,Work From Home,Immediately,4,7000,Yes,Onsite,Rural,Finance,"C++, HTML/CSS, Python",29-09-25,BSc
Business Development (Sales),Web Talkies Private Limited,Mumbai,Immediately,4,4000,Yes,Remote,Rural,Software Development,"HTML/CSS, Data Analysis, Machine Learning, SQL",18-11-25,BCA
Content Writing,Reveation Labs Private Limited,Work From Home,Immediately,4,7000,No,Remote,Rural,Data Analyst,"Machine Learning, Digital Marketing, HTML/CSS, Java",26-11-25,PhD
Presentation Design,Able Ventures,Work From Home,Immediately,4,5000,No,Remote,Urban,Finance,"C++, HTML/CSS, Python, SQL",08-10-25,MBA
Human Resources (HR),Avaesa,Work From Home,Immediately,4,4000,Yes,Onsite,Rural,Data Analyst,"HTML/CSS, C++, Communication",14-10-25,BCA
Loan File Verification,Aliviar Risk,Mumbai,Immediately,4,13000,No,Hybrid,Rural,Research,"HTML/CSS, SQL, Excel, Project Management, Machine Learning",03-10-25,MTech
Human Resources (HR),Lonar Technologies Private Limited,Pune,Immediately,4,5000,Yes,Hybrid,Urban,Data Analyst,"Project Management, Excel, C++, HTML/CSS",24-11-25,PhD
Content Writing,Awrange Digital Solutions LLP,Pune,Immediately,3,7000,Yes,Hybrid,Rural,Finance,"Communication, Data Analysis, Java, Excel, SQL",29-09-25,MCA
Search Engine Optimization (SEO),DGTL360,Delhi,Immediately,3,8000,No,Remote,Urban,Data Scientist,"Project Management, HTML/CSS, Java, Python",18-11-25,BSc
Content Writing,Kurenai,Work From Home,Immediately,3,1000,No,Hybrid,Rural,Design,"Digital Marketing, Excel, C++",12-10-25,BCA
Medical Device Design Engineering (3D Modeling - SolidWorks),Mediscient Devices Private Limited,Vadodara,Immediately,3,3000,Yes,Remote,Urban,HR,"Data Analysis, Project Management, Digital Marketing",10-10-25,BTech
Backend Development,Ostello India Private Limited,Work From Home,Immediately,3,10000,No,Remote,Rural,Marketing,"C++, Project Management, Java, Machine Learning",14-09-25,BSc
Search Engine Optimization (SEO),8Views,Hyderabad,Immediately,3,5000,Yes,Remote,Rural,Research,"Python, SQL, Digital Marketing",04-11-25,MCA
Finance Analytics,Analystt.ai,Work From Home,Immediately,3,5000,No,Remote,Urban,Research,"Digital Marketing, Project Management, SQL, HTML/CSS, Data Analysis",15-09-25,MBA
Sales And Marketing,StoreSpace Storage Solutions Private Limited,Bangalore,Immediately,3,15000,Yes,Remote,Rural,HR,"SQL, Project Management, Machine Learning, Python",01-10-25,BSc
Telecalling/BDE,Modern Teams,Work From Home,Immediately,3,5000,No,Remote,Rural,Data Analyst,"SQL, HTML/CSS, Excel, Java, Machine Learning",28-09-25,MTech
Sales executive,Arobit Business Solutions Private Limited,Kolkata,Immediately,3,6000,No,Onsite,Urban,Marketing,"Python, Project Management, C++, HTML/CSS",27-11-25,BTech
Content Writing,Sreshtha Bhowmick,Work From Home,Immediately,3,4000,No,Onsite,Rural,Data Analyst,"Project Management, Machine Learning, Digital Marketing, C++",21-11-25,BCA
YouTube Video Making,Fitmirchi,Work From Home,Immediately,3,2000,Yes,Hybrid,Rural,HR,"SQL, C++, Excel, Project Management, Communication",08-11-25,MTech
NGO Assistance,Eduabroad (Education Abroad),Delhi,Immediately,3,2000,No,Hybrid,Urban,Marketing,"Python, Java, HTML/CSS, Excel, Digital Marketing",23-11-25,BSc
Photography/Videography,Space Technology & Education Private Limited,Delhi,Immediately,3,8000,Yes,Hybrid,Rural,Research,"HTML/CSS, Project Management, Python, Data Analysis, Digital Marketing",20-11-25,BCA
Accounting & Taxation,SORABH BANSAL,Agra,Immediately,3,10000,Yes,Onsite,Urban,Marketing,"Communication, C++, Java, Machine Learning",03-10-25,PhD
Sales And Marketing,Red Sparrows,Mumbai,Immediately,3,10000,No,Onsite,Urban,Design,"SQL, Data Analysis, C++",30-09-25,BCA
Digital Marketing,Pinacle Web India,Navi Mumbai,Immediately,3,2000,No,Remote,Urban,Data Analyst,"Communication, Python, Digital Marketing",15-11-25,BTech
Kotlin Development,Cehpoint,Work From Home,Immediately,3,3000,Yes,Remote,Rural,HR,"Machine Learning, Python, Communication, SQL",26-09-25,MCA
Business Development (Sales),Altruism Casa,Noida,Immediately,3,25000,Yes,Remote,Urban,Software Development,"SQL, HTML/CSS, Java, Communication, Machine Learning",11-10-25,MCA
Video Creation (Female),Rupeya.app,Work From Home,Immediately,3,8000,No,Onsite,Urban,Data Analyst,"Machine Learning, C++, Data Analysis",08-10-25,BCA
Digital Marketing,AlignBooks,Noida,Immediately,3,10000,Yes,Hybrid,Urban,Design,"Project Management, Machine Learning, Excel, Python, SQL",15-10-25,MTech
Operations And Customer Onboarding,Zeo Fin Technology Private Limited (Jify),Bangalore,Immediately,3,10000,No,Onsite,Urban,HR,"Java, Communication, Digital Marketing, C++, Data Analysis",15-11-25,PhD
Artificial Intelligence (AI),Cropin Technologies Private Limited,Bangalore,Immediately,3,50000,Yes,Remote,Rural,Research,"Python, Data Analysis, Communication, C++, Excel",22-09-25,BCA
Business Development,Insomniacs Digital Private Limited,Mumbai,Immediately,3,12000,No,Hybrid,Rural,Software Development,"Java, SQL, Excel, Communication, Data Analysis",29-11-25,MCA
Business Development (Sales),Pixelstreet,Kolkata,Immediately,3,5000,No,Remote,Urban,Software Development,"Excel, Project Management, Communication, SQL",09-10-25,BCA
Graphic Design,Herb Tantra,Noida,Immediately,3,10000,Yes,Hybrid,Rural,Data Analyst,"Machine Learning, Digital Marketing, Data Analysis, HTML/CSS, Communication",19-11-25,PhD
Business Development (Sales),DigiExcel,Gurgaon,Immediately,3,8000,Yes,Onsite,Rural,HR,"HTML/CSS, Project Management, Machine Learning, Communication, C++",02-12-25,MBA
Marketing,Krishnapriya,Chennai,Immediately,3,12000,Yes,Hybrid,Urban,Marketing,"SQL, HTML/CSS, Project Management, Machine Learning, C++",11-11-25,BCA
Sales & Marketing,Cincooni Systems Private Limited,Noida,Immediately,3,10000,Yes,Remote,Rural,Data Analyst,"C++, Communication, Project Management",04-12-25,PhD
Field Sales Executive,Advait Business Solutions Private Limited,Ahmedabad,Immediately,3,15000,Yes,Hybrid,Urban,Marketing,"C++, HTML/CSS, Excel",24-10-25,MBA
Business Development (Sales),Check An Invoice Limited,Work From Home,Immediately,3,15000,No,Remote,Rural,Research,"Communication, Python, Machine Learning",03-10-25,MBA
Law,Rajeshwer K Gupta,Delhi,Immediately,3,10000,Yes,Hybrid,Urban,Research,"HTML/CSS, C++, Excel, SQL",13-09-25,BSc
Social Media Design,Vimi Magic,Chennai,Immediately,3,5000,No,Remote,Urban,Marketing,"Java, HTML/CSS, SQL, C++, Digital Marketing",04-10-25,BCA
Electrical Engineering,Energos Technologies Private Limited,Ahmedabad,Immediately,3,18000,No,Onsite,Rural,Design,"Python, Java, Project Management, Excel",25-09-25,BSc
Mobile Development,Discoveries Quintessential Private Limited (PloPdo),Mumbai,Immediately,3,15000,No,Remote,Rural,Research,"Python, HTML/CSS, Machine Learning, Project Management, Data Analysis",06-11-25,PhD
Accounts & Finance,PAMVJ INDIA,Ahmedabad,Immediately,3,4000,No,Remote,Urban,Data Scientist,"Communication, Digital Marketing, Excel, HTML/CSS, Python",20-10-25,MTech
Content Writing,MyFitSoul Technologies Private Limited,Work From Home,Immediately,3," 1,000 /week",Yes,Onsite,Rural,Design,"SQL, Python, Java, Communication",14-10-25,MBA
Photography & Videography,Stockwood Dealzo (OPC) Private Limited,Noida,Immediately,3,6000,Yes,Onsite,Rural,HR,"Data Analysis, Machine Learning, Java, Digital Marketing, Python",10-11-25,MCA
Flutter Development,Eulogik,Bhopal,Immediately,3,6000,No,Onsite,Urban,Data Analyst,"SQL, Digital Marketing, HTML/CSS, Machine Learning",25-09-25,BCA
Architecture & Interiors,Builten Architecture,Noida,Not specified,3,10000,No,Remote,Urban,Finance,"Project Management, Machine Learning, Data Analysis, Python",23-09-25,MTech
Content Writing (Startup Finance),Pepcorns Technologies Private Limited,Work From Home,Immediately,3,4000,Yes,Onsite,Urban,Research,"Data Analysis, Digital Marketing, Communication",04-11-25,BSc
Digital Sales,Spiral Up Digital,Work From Home,Immediately,3,3000,Yes,Onsite,Urban,Data Scientist,"SQL, Data Analysis, Python",26-10-25,BCA
F&B Sales,Nanz Bakehouse,Gurgaon,Immediately,3,7000,No,Remote,Rural,Research,"Excel, Machine Learning, C++, Digital Marketing, Python",13-10-25,MBA
HR Consultant,My Digital Agency,Pune,Immediately,3,7000,No,Remote,Rural,Marketing,"Communication, Machine Learning, Python, SQL, Project Management",09-10-25,MTech
Sales,GlobalFair Impex,Work From Home,Immediately,3,6000,Yes,Hybrid,Rural,Marketing,"Python, Data Analysis, Excel, HTML/CSS, Communication",28-10-25,BCA
Business Analyst,Bestriptech Solutions Private Limited,Work From Home,Immediately,3,3000,Yes,Onsite,Urban,Finance,"Python, Data Analysis, Digital Marketing, Excel",20-10-25,BCA
Human Resources (HR),Firststore.io,Work From Home,Immediately,3,3000,No,Hybrid,Urban,Marketing,"SQL, Project Management, Machine Learning, Data Analysis, Python",02-12-25,MTech
Sales And Marketing,Rajat Agrawal,Work From Home,Immediately,3,1000,Yes,Remote,Urban,Finance,"Data Analysis, Java, Communication, Excel, Digital Marketing",21-11-25,PhD
Business Development,Treflo,Bangalore,Immediately,3,20000,No,Onsite,Urban,Research,"Data Analysis, HTML/CSS, Machine Learning",09-11-25,BTech
Knowledge Management,Zinnov Management Consulting,Bangalore,Immediately,3,15000,No,Onsite,Urban,Software Development,"HTML/CSS, Machine Learning, Python",09-10-25,MCA
Human Resources (HR),CBL Data Science Private Limited,Bangalore,Immediately,3,10000,Yes,Onsite,Urban,Design,"HTML/CSS, Java, Data Analysis, SQL, Project Management",07-10-25,MCA
Social Media Graphic Design,NeoDash Technologies Private Limited,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Design,"Excel, Machine Learning, Communication, HTML/CSS",11-09-25,MCA
Talent Acquisition,INI Farms,Mumbai,Immediately,3,12000,Yes,Remote,Rural,Marketing,"SQL, C++, Data Analysis",22-11-25,BTech
B2B Marketplace,MentorG,Work From Home,Immediately,3,2000,No,Remote,Urban,Research,"Project Management, Excel, HTML/CSS, Communication",14-11-25,BTech
Social Media Management,Socially Sane,Kalyan,Immediately,3,5000,No,Remote,Rural,Research,"Python, Digital Marketing, Communication",19-11-25,MTech
Business Development (Sales),Lanista Educational Services (OPC) Private Limited,Noida,Immediately,3,6000,No,Hybrid,Urban,Software Development,"C++, Excel, Communication",21-10-25,BSc
Content Writing (Technical & Non-Technical),Contents Shark,Work From Home,Immediately,3,1000,Yes,Hybrid,Rural,Finance,"Excel, HTML/CSS, Python",18-09-25,BCA
Law/Legal,Demeterali Legal,Delhi,Immediately,3,1500,Yes,Remote,Rural,Data Analyst,"Excel, Digital Marketing, Data Analysis",10-10-25,BTech
Digital Marketing,Skills Caravan,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Marketing,"SQL, Data Analysis, Project Management, Excel, Python",29-10-25,BCA
Full Stack Engineering (MERN Stack),Wyr.ai Private Limited,Delhi,Immediately,3,10000,Yes,Remote,Urban,Data Analyst,"HTML/CSS, Digital Marketing, Excel, Project Management, Java",29-10-25,BCA
Civil Engineering Research,Earth5R,Work From Home,Immediately,3,Unpaid,Yes,Remote,Urban,Data Analyst,"Project Management, Communication, C++, Data Analysis, Python",15-10-25,BSc
Content Writing,Media Designs,Delhi,Immediately,3,10000,Yes,Onsite,Urban,Finance,"Java, Excel, Python",03-10-25,PhD
Accounting,Storch Consultancy Private Limited,Gurgaon,Immediately,3,10000,Yes,Remote,Rural,Research,"SQL, Digital Marketing, C++",10-10-25,MCA
Social Media Marketing,GetinStartup,Work From Home,Immediately,3,2000,No,Hybrid,Urban,Research,"HTML/CSS, SQL, C++",07-10-25,BTech
Social Media Marketing,Sociomark,Vashi Navi Mumbai,Immediately,3,5000,No,Onsite,Rural,Marketing,"SQL, Digital Marketing, Excel, Communication, Python",14-10-25,MCA
Business Development (Sales),Laxaar,Work From Home,Immediately,3,10000,No,Remote,Rural,Data Analyst,"Digital Marketing, Java, Data Analysis, C++",25-10-25,BCA
Business Strategy,Vinod Foundation,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Research,"C++, Project Management, Digital Marketing, HTML/CSS, Java",30-09-25,PhD
Marketing,BTW Visa Services,Pune,Immediately,3,4000,No,Remote,Rural,Marketing,"HTML/CSS, Project Management, Java",20-10-25,MBA
Human Resources (HR),Marathon Group,Mumbai,Immediately,3,7000,Yes,Onsite,Urban,Data Analyst,"Communication, Machine Learning, C++",30-11-25,BTech
Product Management Trainee,Bizlem Private Limited,Navi Mumbai,Immediately,3,7500,Yes,Hybrid,Rural,Data Analyst,"Communication, C++, Project Management, Java, Digital Marketing",11-11-25,MBA
Chartered Accountancy (CA),Inciterz,Noida,Immediately,3,8000,No,Onsite,Urban,Software Development,"SQL, Project Management, Digital Marketing",10-11-25,PhD
Human Resources (HR),Plastemart Jobs,Mumbai,Immediately,3,8000,Yes,Onsite,Rural,Finance,"SQL, Project Management, Data Analysis, Communication",13-11-25,MCA
Accounting,HaystackAnalytics Private Limited,Mumbai,Immediately,3,10000,Yes,Hybrid,Rural,Data Analyst,"Digital Marketing, C++, Excel, SQL, Java",01-11-25,BTech
News Anchoring,VsnapU,Raipur,Immediately,3,5000,Yes,Onsite,Urban,Marketing,"Digital Marketing, Data Analysis, HTML/CSS, Excel, Java",15-09-25,MTech
Social Media Marketing,Carnama,Vadodara,Immediately,3,5000,Yes,Onsite,Rural,Design,"Project Management, SQL, Machine Learning, Excel",06-11-25,BSc
Business Research,India Infrastructure Publishing Private Limited,Delhi,Immediately,3,10000,No,Hybrid,Urban,Marketing,"HTML/CSS, Communication, Machine Learning, C++, Excel",28-09-25,PhD
Business Development,MeetUniversity,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Data Analyst,"Communication, SQL, Digital Marketing",30-10-25,MTech
Human Resources (HR),Urja Talents,Mumbai,Immediately,3,7000,No,Onsite,Urban,Finance,"Project Management, C++, SQL",22-10-25,MCA
Business Development (Sales),Global InfoCloud Private Limited,Pune,Immediately,3,7000,No,Hybrid,Rural,Data Scientist,"Excel, Data Analysis, Digital Marketing",07-10-25,MBA
Digital Marketing,Reto,Hyderabad,Immediately,3,10000,No,Hybrid,Rural,Finance,"Machine Learning, Java, C++, Python, Digital Marketing",21-11-25,MCA
Sales,Voy Media,Hyderabad,Immediately,3,8000,Yes,Hybrid,Urban,Finance,"C++, Java, Python, Project Management, Excel",11-09-25,MTech
Technical Content Writing,Intro To Artificial Intelligence,Work From Home,Immediately,3,1000,Yes,Remote,Rural,HR,"HTML/CSS, Communication, Excel",20-11-25,MBA
Social Media Strategy & Research,Indian Furniture Mart,Work From Home,Immediately,3,5000,No,Onsite,Urban,Marketing,"Machine Learning, Excel, Digital Marketing",23-09-25,MTech
Marketing,Osmolyte Consultancy,Bangalore,Immediately,3,7000,No,Hybrid,Rural,Design,"Excel, Java, Communication, Digital Marketing, Python",06-10-25,MCA
Flutter Development,Build With Innovation Private Limited,Work From Home,Immediately,3,10000,No,Hybrid,Urban,Data Scientist,"Communication, Machine Learning, SQL",29-09-25,PhD
Customer Service,Homebaz,Work From Home,Immediately,3,2000,No,Onsite,Rural,Design,"Digital Marketing, Python, Communication",01-10-25,MCA
Graphic Design,7Box Digital Solutions,Kochi,Immediately,3,10000,Yes,Onsite,Rural,Research,"Digital Marketing, SQL, Java, Excel, C++",30-09-25,MCA
Search Engine Optimization (SEO),Graveiens Eduservices Private Limited,Work From Home,Immediately,3,6000,Yes,Remote,Rural,Software Development,"Python, Project Management, HTML/CSS, Java, SQL",07-12-25,PhD
Business Development (Sales),Graveiens Eduservices Private Limited,Work From Home,Immediately,3,6000,No,Hybrid,Urban,HR,"Python, Machine Learning, Excel",06-12-25,BCA
Motion Graphics,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,No,Onsite,Urban,Data Analyst,"Project Management, SQL, Java, Digital Marketing",24-09-25,PhD
Design,Antarang Foundation,Mumbai,Immediately,3,10000,No,Remote,Rural,HR,"Machine Learning, Digital Marketing, Excel, Data Analysis",18-09-25,MBA
Operations & Project Management,Inspacco,Pune,Immediately,3,3000,Yes,Hybrid,Rural,Finance,"Machine Learning, Python, Excel, Java",15-09-25,MBA
Story Board Art,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,No,Remote,Rural,HR,"Data Analysis, Excel, Machine Learning",31-10-25,BTech
International Business Development,Intesome,Work From Home,Immediately,3,10000,Yes,Hybrid,Urban,Data Analyst,"C++, Excel, SQL",23-10-25,BSc
Academic Writing in English,Graveiens Eduservices Private Limited,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, HTML/CSS, Python",04-10-25,BSc
Subject Matter Expert (SME)- Mechanical Engineering,Endeavor Academy,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Finance,"Python, Digital Marketing, Machine Learning, Data Analysis, Excel",20-11-25,MBA
Equity Research,Robocapital,Mumbai,Immediately,3,7000,No,Hybrid,Urban,Marketing,"Project Management, Communication, SQL, Java, Digital Marketing",20-11-25,BTech
Human Resources (HR),Phailaav,Delhi,Immediately,3,6000,Yes,Onsite,Rural,Design,"HTML/CSS, Python, Digital Marketing",25-11-25,MCA
Operations,Highway Delite,Work From Home,Immediately,3,7000,Yes,Remote,Urban,Data Analyst,"C++, Communication, Python, Digital Marketing, SQL",12-10-25,BCA
Influencer Marketing,Goat And Bull,Mumbai,Immediately,3,5000,Yes,Onsite,Urban,Finance,"Excel, Machine Learning, C++, Digital Marketing",03-12-25,MCA
Content Writing,ThroughBit Technologies Private Limited,Coimbatore,Immediately,3,8000,Yes,Onsite,Rural,Research,"Excel, Data Analysis, Project Management, Machine Learning",28-10-25,MCA
Sales,UNC Mart Private Limited,Work From Home,Immediately,3,1000,Yes,Hybrid,Urban,Design,"Communication, Excel, C++",20-11-25,MCA
Subject Matter Expert (SME) - Accounting,Endeavor Academy,Work From Home,Immediately,3,5000,Yes,Hybrid,Urban,HR,"Excel, Machine Learning, Project Management",24-10-25,BSc
"Sales, Marketing & Operation",Natureship,Work From Home,Immediately,3,6000,No,Hybrid,Urban,Software Development,"Java, Project Management, Machine Learning",17-11-25,BTech
